Name,Email,Url,Phone,Security,Status,Latency
Restaurante O Chafariz,Not Listed,http://www.adegadasgravatas.com/chafarizdasgravatas,214960459,False,CONNECTION_REFUSED,999
Aníbal A Fonseca Pereira,lang_619@hotmail.com,http://www.restaurantebotafeijao.pt,917623477,False,404,0.15
Fernando B G Arguelles Unipessoal Lda,geral@kottada.com,http://www.kottada.com,263854300,False,CONNECTION_REFUSED,999
Fernandes Henriques & Santos Lda,ochurrascao@mail.telepac.pt,http://www.ochurrascao.com,263974425,False,CONNECTION_REFUSED,999
João Luís Louro Carvalho,saloio_arrudavinhos@hotmail.com,http://www.restauranteosaloio.pt,Not Listed,False,CONNECTION_REFUSED,999
Chá da Barra,chadabarra@gmail.com,https://www.chadabarra.pt/,214418195,True,200,3.01
Pedro de Castro Unipessoal Lda,pedrosoutodecastro@gmail.com,http://www.mesadefrades.com,Not Listed,False,CONNECTION_REFUSED,999
Caprichovanguarda Unipessoal Lda,Not Listed,http://www.wakacevicheria.com,Not Listed,False,200,0.63
Salsarequinte Unipessoal Lda,lambrettazzurra@gmail.com,http://www.lambrettazzurra.pt,Not Listed,False,CONNECTION_REFUSED,999
Churrasqueira Brasas,Not Listed,http://obrasas.blogspot.com,214835242,False,200,5.41
Luxus Beef-Restaurante,comercial79@sapo.pt,http://www.luxbeef.com,Not Listed,False,CONNECTION_REFUSED,999
Guia 4All-Restauração e Cafetaria Lda,Not Listed,http://www.casadaguia.com,Not Listed,False,CONNECTION_REFUSED,999
Café Snack Bar o Biscoito Lda,Not Listed,http://www.maxipesca.com,Not Listed,False,CONNECTION_REFUSED,999
William Baptista & Baptista Lda,Not Listed,http://www.restaurantemasala.com,964419045,False,CONNECTION_REFUSED,999
Nunocierco Unipessoal Lda,Not Listed,http://www.aguasferreas.com,Not Listed,False,200,0.95
Cozinha com Alma,geral@cozinhacomalma.com,http://www.cozinhacomalma.com,218755946,False,CONNECTION_REFUSED,999
Restaurante Típico Aires Lda,joaquimcoelho.bacalhau@gmail.com,http://www.restaurantetipicoaires.pt,Not Listed,False,CONNECTION_REFUSED,999
Jardim Visconde Luz - Indústrias Hoteleiras Lda,geral@viscondedaluz.pt,http://www.viscondedaluz.dcsa.pt,Not Listed,False,CONNECTION_REFUSED,999
Restaurante Oficina das Artes,patriciaribeiro-ofartes@hotmail.com,http://www.ofivina-das-artes.webs.com,214866770,False,CONNECTION_REFUSED,999
Ramiro & Fernandes Lda,reserva@restaurantepescador.com,http://www.restaurantepescador.com,Not Listed,False,200,0.59
Angels Menu Lda,restauranteoviriato@gmail.com,http://www.restauranteoviriato.pt,Not Listed,True,404,0.14
Black Lemon Invest SA,jose.avillez@life-stylecooking.com,http://www.life-stylecooking.com/,Not Listed,False,CONNECTION_REFUSED,999
A Petisqueira-Vítor Crispim & Silva Lda,Not Listed,http://www.apetisqueira.pt,917571736,False,CONNECTION_REFUSED,999
Restaurante-Bar La Terraza,terrazzacascais@gmail.com,http://terrazzacascais.pt,Not Listed,False,CONNECTION_REFUSED,999
Actividades Hoteleiras São Silvestre Lda,Not Listed,http://www.pizzaghetti-ristorante.com,Not Listed,False,CONNECTION_REFUSED,999
Dom Leitão-Sociedade de Hotelaria Lda,Not Listed,http://somosumregalocascais.pt,Not Listed,False,CONNECTION_REFUSED,999
Cascais Em Fado Lda,reservas@cascaisemfado.com,http://www.cascaisemfado.com,Not Listed,False,CONNECTION_REFUSED,999
Peixe Na Linha,peixenalinha@gmail.com,http://www.sushinalinha.net,214685388,False,CONNECTION_REFUSED,999
Laura Bate Unipessoal Lda,laurabate7@gmail.com,http://restaurantealmar.pt,Not Listed,False,CONNECTION_REFUSED,999
Crunchyconcept Lda,reservas@crunchyconcept.pt,http://crunchyconcept.pt,Not Listed,False,TIMEOUT,>5s
Mar Grosso-Actividades Hoteleiras Lda,entraguasrestaurante@hotmail.com,http://www.wonderfulland.com,Not Listed,False,CONNECTION_REFUSED,999
Barbatana Restauração Lda,susana.gracio@portosantamaria.com,http://www.restaurantepeixemariscobarbatana.pt,Not Listed,False,CONNECTION_REFUSED,999
Beira Mar-Actividades Hoteleiras Lda,geral@restaurantebeiramar.pt,http://www.restaurantebeiramar.pt,Not Listed,False,200,0.55
Massatenra Unipessoal Lda,nmpm.oliveira@gmail.com,http://www.restauranteterrazzacascais.pt/sugestoes-de-verao,916183952,False,CONNECTION_REFUSED,999
Restaurante Bos 54,reservas@bos54.pt,http://www.bos54.pt,961636254,False,CONNECTION_REFUSED,999
Actividades Hoteleiras Dom Pedro I Lda,Not Listed,http://www.restaurantedompedro1.com,Not Listed,False,CONNECTION_REFUSED,999
Lucullus - Jappa Sushi,lucullus.jappasushi@gmail.com,http://www.lucullusrestaurante.com,Not Listed,False,CONNECTION_REFUSED,999
Souk Mercado do Mundo,geral@souk.pt,http://www.souk.pt,211573528,False,CONNECTION_REFUSED,999
Crunchy`s Concept,reservas@crunchyconcept.pt,http://crunchyconcept.pt/,962233464,False,TIMEOUT,>5s
Home Cooking-Consultoria e Serviços de Restauração Unipessoal Lda,Not Listed,http://www.paulocortereal.com,Not Listed,False,200,2.86
Resende & Gil Lda,reservas@restbaluarte.com,http://www.restbaluarte.com,214839705,False,CONNECTION_REFUSED,999
Restaurante Jardim Cerveja,gerencia@jardimcerveja.com,http://www.jardimcerveja.com,214840760,False,CONNECTION_REFUSED,999
Full Table-Actividades Hoteleiras Lda,restaurante100vicios@gmail.com,http://www.restaurante100vicios.com,Not Listed,False,CONNECTION_REFUSED,999
Restaurante Furnas do Guincho Lda,furnas.guincho@mail.telepac.pt,http://www.restaurantefurnasdoguincho.pt,214869301,False,CONNECTION_REFUSED,999
Conversas Na Gandarinha-Sociedade de Catering e Restauração Lda,conversasnagandarinha@hotmail.com,http://www.conversasnagandarinha.com,Not Listed,False,TIMEOUT,>5s
Restaurante Típico O Faia - Casa de Fados,info@ofaia.com,http://www.ofaia.com/,213421923,False,CONNECTION_REFUSED,999
Kaffeehaus,kaffeehaus.chiado@gmail.com,https://www.kaffeehaus-lisboa.com,210956828,True,200,4.73
Restaurante Cervejaria Barcabela,cervejariabarcabela@gmail.com,https://cervejariabarcabela.com,218863567,False,CONNECTION_REFUSED,999
Goodee Breakfast & Brunch,info@goodeebreakfast.com,https://goodeebreakfast.com/,920170720,False,TIMEOUT,>5s
Lorento Restaurante,lorentogeral@gmail.com,https://lorento.pt/,213140299,False,CONNECTION_REFUSED,999
Ristorante Donatella Italiano,donatella.lisbon@gmail.com,https://www.donatella.pt,+351961631791,True,200,4.53
Dede's,info@cafededes.com,http://www.cafededes.com/,935269319,False,200,4.15
Edo Sushi Parque das Nações,parquedasnacoes@edosushi.pt,https://edosushi.pt/,218943169,True,200,3.0
Restaurante Lá em Casa,pcouto@laemcasa.pt,https://laemcasa.pt/,918680318,False,CONNECTION_REFUSED,999
Terasu,lfr.guilherme@gmail.com,http://terasu-restaurant.business.site/,937184473,False,404,0.29
Artis Wine Bar,restaurante-ca@hotmail.com,https://www.artiswinebar.pt/,213424795,True,200,5.41
Sopro Real Unipessoal Lda,restaurantepinheiro1979@gmail.com,http://www.restaurantepinheiro1979.pt,214783219,False,404,0.26
Kaiso Sushi,grupokaiso@yahoo.com,http://kaisosushi.pt,915627086,False,CONNECTION_REFUSED,999
Café Restaurante 3 Reis,leonardosantosd12@gmail.com,https://caferestaurante3reis.negocio.site/?fbclid=iwar1plc73ykpapol5dva1emnxfjdqsvtd3o4m5zkuyrohebys7dzgizhs_zk,211507846,True,404,0.33
Senhora do Livramento - Restaurante Fado,senhoradolivramento.fado@gmail.com,https://www.livramentofado.pt/,211575403,False,CONNECTION_REFUSED,999
Mentiras Restaurante,mentigest@gmail.com,https://www.mentirasrestaurante.pt,937382257,False,CONNECTION_REFUSED,999
Royal Spice,royalspicerestaurante@gmail.com,https://royalspice.pt/,212496261,False,CONNECTION_REFUSED,999
Restaurante D' Bacalhau,juliufernandes@gmail.com,https://www.restaurantebacalhau.com/?fbclid=iwar1okpvxtkzx9n-berdxpw-h0bddg28wcxtghtcrkaj332tesyppbqrjjoy,932323009,True,200,10.07
Sistemas McDonald`s Portugal Lda,maria.mendes@pt.mcd.com,http://www.mcdonalds.pt,217160950,False,CONNECTION_REFUSED,999
Iberusa-Hotelaria e Restauração SA,pizza.hut@gaiashopping.pt,http://www.ibersol.pt/pasta-caffe,218958540,True,404,1.31
Pedro Guerra,macrobioticafood@gmail.com,https://www.macrobioticafood.pt/,915521576,False,CONNECTION_REFUSED,999
Motasteak Restauração Lda,block.house@netcabo.pt,http://www.block-house.pt,214467093,False,CONNECTION_REFUSED,999
Sociprores-A Refeições Confeccionadas Lda,info@restaurantefrascati.pt,http://www.restaurantefrascati.pt/,Not Listed,False,CONNECTION_REFUSED,999
José Gonçalves Pereira & Oliveira Lda,restauranteocartaxeiro@gmail.com,http://www.ocartaxeiro.gastronomias.com,219804063,False,CONNECTION_REFUSED,999
Sal no Espeto,Not Listed,http://restaurante-sal-no-espeto.negocio.site,215840828,False,404,0.23
Restaurante Sinal Vermelho-Actividades Hoteleiras de Marques e Abreu Lda,info@lisboanoite.com,http://sinalvermelho.negocio.site,Not Listed,False,404,0.22
Púcaro Mágico Lda,Not Listed,http://www.leap.pt,211573390,False,200,1.94
Luigi Pintareli Unipessoal Lda,Not Listed,http://www.santaclaradoscogumelos.com,218870661,False,CONNECTION_REFUSED,999
Aquele Lugar Que Não Existe Lda,Not Listed,http://pelomundo.pt/aquele-lugar-nao-existe,Not Listed,False,200,0.09
José Lopes Dionizio Lda,jorgesilva@oapeadeiro.com,http://www.oapeadeiro.com,217970724,False,200,0.46
Restaurante Vá e Volte,restaurantevaevolte@mail.telepac.pt,http://www.restaurantevaevolte.com,Not Listed,False,CONNECTION_REFUSED,999
Mautya Restaurante Japonês,Not Listed,http://www.nd.pt,217147627,False,200,0.44
A Lavoura,Not Listed,http://gastronomia.oninet.pt/restaurante/restaurante.asp?codrestaurante=313,Not Listed,False,CONNECTION_REFUSED,999
Need-The Art Of Taste,Not Listed,http://needtheartoftaste.com,218004508,False,CONNECTION_REFUSED,999
Michel Bernardes Coelho,michelbernardes@sapo.pt,http://www.taskinhadossabores.pt,Not Listed,False,CONNECTION_REFUSED,999
D B L-Actividades Hoteleiras Lda,Not Listed,http://www.greenpepper.com.pt,Not Listed,False,CONNECTION_REFUSED,999
Duetos da Sé Unipessoal Lda,geral@duetosdase.com,http://www.duetosdase.com/site,218850041,False,CONNECTION_REFUSED,999
Récitamágica Unipessoal Lda,Not Listed,http://www.portugal520.com,Not Listed,True,200,3.55
Céu do Gosto-Restauração Unipessoal Lda,Not Listed,http://gogo-storelate-night-shop.business.site,212492340,False,404,0.26
"Soutelinho,Rodrigues & Esteves Lda",Not Listed,http://www.turisplan.pt/restaurantecesteiro/,Not Listed,False,404,0.35
Páteo das Cantigas,geral@pateodascantigas.pt,http://www.pateodascantigas.com/,Not Listed,False,CONNECTION_REFUSED,999
Dama E Vagabundo,Not Listed,http://www.damaevagabundo.com/,211335909,False,200,0.71
Restaurante Comida de Santo,Not Listed,http://www.comidadesanto.pt,Not Listed,False,TIMEOUT,>5s
Segmentopróximo Lda,info@novapeixaria.pt,http://www.novapeixaria.pt,218942169,False,CONNECTION_REFUSED,999
Restaurante Adega dos Arcos,sonyavaz_17@hotmail.com,http://www.adegadosarcos.co.cc,213966489,False,CONNECTION_REFUSED,999
Restaurante A Lontra,alontra@guiadosrestaurantes.net,http://gastronomia.oninet.pt/restaurante/restaurante.asp?codrestaurante=9587,217970718,False,CONNECTION_REFUSED,999
Cacho Dourado,ocachodourado@gmail.com,http://www.ocachodourado.com,213543671,False,CONNECTION_REFUSED,999
Convites Soberbos Unipessoal Lda,hocaldas@gmail.com,http://www.hocaldas.com,Not Listed,False,CONNECTION_REFUSED,999
Restaurante Cisne,restaurante.o.cisne@gmail.com,http://www.restaurantecisne.pt,Not Listed,False,CONNECTION_REFUSED,999
O Grémio-Actividades Hoteleiras Lda,gremio@habioffice.pt,http://www.ogremio.com,Not Listed,False,CONNECTION_REFUSED,999
Saini & Ranjit Lda,geral@ganeshapalace.pt,http://ganesha-palace-indian-restaurante.business.site,Not Listed,False,404,0.25
Delicious Dynasty  Lda,Not Listed,http://portugal.100montaditos.com/encontre-nos,Not Listed,False,CONNECTION_REFUSED,999
Restaurante Uai,uai@uai.pt,http://www.uai.pt,213900111,False,CONNECTION_REFUSED,999
Kapainvest-Hotelaria e Similares SA,Not Listed,http://www.grupo-k.pt/,213930433,False,200,0.37
Regrasagrada-Sociedade de Restauração Unipessoal Lda,contacto@tascapop.pt,http://www.tascapop.pt,211607527,False,CONNECTION_REFUSED,999
Restaurante Picanha,Not Listed,http://www.picanha.info/,Not Listed,False,200,0.54
Menu Original Lda,geral@menuoriginal.com,http://www.menuoriginal.com,213869505,False,CONNECTION_REFUSED,999
Que Caracol,geral@quecaracol.pt,http://www.quecaracol.pt,919375190,False,TIMEOUT,>5s
Pastelaria Lanchonete Raio Laser Lda,raiolaser.lda@gmail.com,http://www.alanchonete.pt,Not Listed,False,CONNECTION_REFUSED,999
Venha Vinho,ffa@venhavinho.com,http://www.venhavinho.com,912152086,False,200,3.21
JPM-Hotelaria Lda,mail@estadoliquido.com,http://www.estadoliquido.com,Not Listed,False,200,1.24
Izzy Sandwisch Store,izzystore45@gmail.com,http://www.izzysandwichstore.pt,216038475,False,CONNECTION_REFUSED,999
Tavola Calda Lda,info@tavolacalda.pt,http://www.tavolacalda.pt,214115017,False,CONNECTION_REFUSED,999
Taberna da Saudade,geral@tabernasaudade.pt,http://www.tabernasaudade.pt,913681785,False,CONNECTION_REFUSED,999
Postura Catita Lda,ola@isco.pt,http://www.isco.pt,Not Listed,False,200,0.53
Yoshio Imoto Unipessoal Lda,Not Listed,http://www.akatonbo.com.pt,Not Listed,False,CONNECTION_REFUSED,999
Palácio do Duque-Bar Restaurante Lda,geral@acasadobacalhau.com,http://acasadobacalhau.restaunet.pt/,Not Listed,False,CONNECTION_REFUSED,999
Focaccia In Giro Lda,enrico@foccaciaingiro.com,http://focacciaingiro.com,Not Listed,False,200,0.61
Churrasqueira Casal Frade,Not Listed,http://www.grupocasalfrade.com/,Not Listed,False,CONNECTION_REFUSED,999
O Coreto de Carnide,Not Listed,http://www.coretodecarnide.com,217152372,False,CONNECTION_REFUSED,999
Estrela Principal Lda,Not Listed,http://huanghe.amawebs.com,Not Listed,False,CONNECTION_REFUSED,999
Destino Excitante Lda,contact@vila-bela.com,http://www.vila-bela.com/en,Not Listed,False,404,0.43
Cervejaria Tico-Tico/Novo Rio,geral@ticotico.pt,http://www.ticotico.pt/,218491495,False,CONNECTION_REFUSED,999
Restaurante O Solar-Actividades Hoteleiras David Rodrigues Lda,info@grupodaviddaburaca.com.pt,http://www.grupodaviddaburaca.com.pt,Not Listed,False,CONNECTION_REFUSED,999
Decorpasta-Restauração Lda,quiosquemaritaca@gmail.com,http://www.pizzariamaritaca.pt,Not Listed,False,CONNECTION_REFUSED,999
Mteverest Lda,rnrealnepal@gmail.com,http://www.restaurantrealnepal.com,913384343,False,CONNECTION_REFUSED,999
Piccolo Napoli-Actividades Hoteleiras Lda,piccolonapoli2002@gmail.com,http://www.piccolonapoli.com,213872014,False,CONNECTION_REFUSED,999
Smlf-Actividades Hoteleiras Lda,Not Listed,http://serradaestrela.restaunet.pt,Not Listed,False,CONNECTION_REFUSED,999
Portafuri Lda,tiagopimentel@afuri.pt,http://www.afuri.pt,Not Listed,True,403,0.11
Amabie,geral@amabie.pt,http://www.amabie.pt,210165575,False,CONNECTION_REFUSED,999
Alves & Jesus Lda,alvesejesus@gmail.com,http://www.churrasqueiradealvalade.pt,Not Listed,False,CONNECTION_REFUSED,999
Landeau,Not Listed,http://www.landeau.pt,917278939,False,CONNECTION_REFUSED,999
Pregos e Marques-Actividades Hoteleiras Lda,garrafeiraalfaia@hotmail.com,http://www.alfaiagarrafeira.pt,213433079,False,CONNECTION_REFUSED,999
Raquel Rolo Unipessoal Lda,geral@restauranterolo.com,http://www.restauranterolo.com,218954816,False,CONNECTION_REFUSED,999
Salero-Actividades Hoteleiras Lda,clientes@salero.pt,http://www.salero.pt,Not Listed,True,403,0.01
Churrasqueira Ginha Lda,Not Listed,http://www.churrasqueiraginha.com,219822373,False,CONNECTION_REFUSED,999
Oliveira Eanes,eanes78@hotmail.com,http://sushitrendy.pt,Not Listed,False,CONNECTION_REFUSED,999
Restaurante Ruacaná,geral@ruacana.net,http://www.ruacana.net,219835287,False,CONNECTION_REFUSED,999
Taberna Impar,ricardofilipecmarques@gmail.com,http://www.restauranteimpar.pt,913723841,False,CONNECTION_REFUSED,999
Restaurante Verde Minho,Not Listed,http://www.restauranteverdeminho.com,219835180,False,CONNECTION_REFUSED,999
Joaquim Eduardo Rodrigues Pedroso,Not Listed,http://map.bp.com/pt-pt/pt/posto-de-gasolina/sete-casas/bp-casal-da-freira-sete-casas/17067,219820859,True,404,0.13
Chafariz Restaurante,chafarizrestaurante@hotmail.com,http://www.restaurante-chafariz.com,261000548,False,CONNECTION_REFUSED,999
Miguel Fernando Oliveira Pinto,Not Listed,http://shopping-lourinha.com/restaurante-castelo-p-328.html,Not Listed,False,TIMEOUT,>5s
Pizzaria Restaurante O Jamaica,Not Listed,http://jamaica-restaurant.negocio.site,236622020,False,404,0.34
Leandra Freire Unipessoal Lda,escondidinho.mafra@gmail.com,http://restaurante-escondidinho-mafra.negocio.site,Not Listed,False,404,0.23
Carretão Restaurante Lda,restaurantebrasileirocarretao@hotmail.com,http://www.carretaorestaurante.com.pt,Not Listed,False,CONNECTION_REFUSED,999
Smoothpressure Lda,info@ribeiradilhas.com,http://www.ribeiradilhas.com,261814277,False,CONNECTION_REFUSED,999
Dragão de Mafra-Actividades Hoteleiras Lda,infoterraco@mail.telepac.pt,http://www.terracorestaurantebar.com,Not Listed,False,CONNECTION_REFUSED,999
Japonês Kobe-Restaurante,dongbo8393@hotmail.com,http://restaurantekobe.pt,927078428,False,CONNECTION_REFUSED,999
Amadeu & Noémia Lda,Not Listed,http://restaurante-central-de-odivelas.negocio.site,219310569,False,404,0.26
Tons & Sabores Lda,tons.sabores@gmail.com,http://www.tonsesabores.pt,Not Listed,False,CONNECTION_REFUSED,999
Salti Vera Pizza,info@saltiverapizza.com,http://www.saltiverapizza.com/,215816495,False,CONNECTION_REFUSED,999
Recordar Paladar Unipessoal Lda,recordaratechia@hotmail.com,http://restauranteatechia.pt,Not Listed,False,CONNECTION_REFUSED,999
Chá da Barra Villa,chadabarra@gmail.com,http://chadabarra.pt/contactos/,214418195,False,TIMEOUT,>5s
Diana Nóbrega Rodrigues,Not Listed,http://www.zevarunca.com,Not Listed,False,200,0.73
Bioprisma Lda,prestigiodabarra@gmail.com,http://www.prestigiodabarra.pt,Not Listed,False,CONNECTION_REFUSED,999
Restaurante B`Entrevinhos,Not Listed,http://www.bentrevinhos.com,Not Listed,False,200,0.49
Restaurante O Pombalino-Barbosa-Carreira & Amorim Lda,info@pombalino.guiadacidade.com,http://www.pombalino.guiadacidade.com,214417571,False,200,0.14
Café 2A Desigual Art,Not Listed,http://cafe-2a.negocio.site,962400122,False,404,0.23
Restaurante Regional de Sintra Lda,regional@clix.pt,http://www.restaurante-regional-sintra.pt,Not Listed,False,CONNECTION_REFUSED,999
Claro & Moedas Lda,restaurante.pizzaria.o.pansoti@gmail.com,http://www.opansoti.blogspot.com,Not Listed,False,200,0.44
Saboroso Farnel Actividades Hoteleiras Lda,restaurantelavrador01@gmail.com,http://restaurantelavrador.business.site,Not Listed,False,404,0.22
Restaurante Beira Rio,cafepontev@gmail.com,http://www.restaurantebeirario.pt,219241413,False,CONNECTION_REFUSED,999
Malabaristesfera Unipessoal Lda,Not Listed,http://malabaristesfera-ristorante-italiano-e.business.site,932388849,False,404,0.54
Pastelaria Zagalo,Not Listed,http://pastelaria-zagalo.negocio.site,211307531,False,404,0.22
Gomes & Pinto Lda,pastelariatd@sapo.pt,http://www.restaurantechaby.com,Not Listed,False,CONNECTION_REFUSED,999
Adega do Saloio-Indústria Hoteleira Lda,restaurante.adegadosaloio@gmail.com,http://www.adegadosaloio.weebly.com,Not Listed,False,404,0.44
Eurogreece Unipessoal Lda,info@ilhasgregas.eu,http://www.ilhasgregas.eu,Not Listed,False,200,0.47
Pitada da Sorte  Unipessoal  Lda,novageracaosolar31@gmail.com,http://www.restaurantesolar31.pt,Not Listed,False,CONNECTION_REFUSED,999
Pepitas de Sabedoria Lda,Not Listed,http://www.restauranteopiza.pt,Not Listed,False,CONNECTION_REFUSED,999
Restaurante Curral dos Caprinos,curraldoscaprinos@mail.telepac.pt,http://www.curraldoscaprinos.com,219233113,False,CONNECTION_REFUSED,999
Anthony Kynaston Doody,mail@bistro.com.pt,http://www.bistro.com.pt,Not Listed,False,CONNECTION_REFUSED,999
Brands In Motion Lda,piadinas.wine.co@gmail.com,http://piadinas.negocio.site,Not Listed,False,404,0.27
João Gonçalves Matias,sintra.festas@clix.pt,http://www.quintasantamaria.com,219281303,False,CONNECTION_REFUSED,999
Restaurante Salmoura,restaurante@salmoura.com,http://www.salmoura.com,968693402,False,CONNECTION_REFUSED,999
Crepitante Lda,duettosintra@gmail.com,http://www.duetto.pt,219214841,False,CONNECTION_REFUSED,999
Café Pielas,reservas@cafepielas.com,http://www.cafepielas.com,Not Listed,False,CONNECTION_REFUSED,999
Crunch Pumpkin Lda,Not Listed,http://map.bp.com/pt-pt/pt/posto-de-gasolina/sintra/sintra-linho/1457515746,Not Listed,True,404,0.14
Orixás-Comércio Importação e Exportação Lda,orixasintra@yahoo.com.br,http://www.orixasclub.com,Not Listed,False,CONNECTION_REFUSED,999
"Sushifashion Beloura, Lda",geral@sushifashion.pt,http://www.sushifashion.pt,214085313,False,CONNECTION_REFUSED,999
Comensa-Sociedade Fornecedora Refeições Lda,fonsecacmv@sapo.pt,http://www.opratinho1.pam.pt,219217766,False,CONNECTION_REFUSED,999
O Lugar-Restaurante Lda,Not Listed,http://centraldaavenida.pt,Not Listed,False,CONNECTION_REFUSED,999
Raiz Sintra Lda,Not Listed,http://www.happycow.net/reviews/raiz-sintra-118772,Not Listed,True,200,7.27
Abraço Restauração Lda,reservas@oabraco.com,http://oabraco.com,Not Listed,False,CONNECTION_REFUSED,999
Restaurante O Nuno,ruicapri@iol.pt,http://www.onuno.pa-net.pt,Not Listed,False,CONNECTION_REFUSED,999
Tascantiga Lda,tascantiga@gmail.com,http://www.tascantiga.pt,Not Listed,False,403,0.35
Tertúlialicious Unipessoal Lda,rh.stds@gmail.com,http://restaurantesousas.pt,Not Listed,False,CONNECTION_REFUSED,999
The Old Bull Bar&lounge,Not Listed,http://the-old-bull-barlounge-bar.negocio.site,965176778,False,404,5.18
Almeida Nascimento & Reis Lda,adegadascaves@gmail.com,http://www.restaurantetulhas.pt,Not Listed,False,CONNECTION_REFUSED,999
Batista & Marcelino Lda,Not Listed,http://www.restaurantedompipas.com/,Not Listed,False,CONNECTION_REFUSED,999
Sintramar-Actividades Turísticas e Hoteleiras Lda,bernardosc@mail.telepac.pt,http://www.gruposilvacarvalho.pt,219105860,False,CONNECTION_REFUSED,999
Almocreve-Restaurante Típico Lda,geral@restaurantealmocreve.com,http://www.almocreve.web.pt,Not Listed,False,CONNECTION_REFUSED,999
Homechicken,geral@homechicken.pt,http://www.homechicken.pt,218252811,False,CONNECTION_REFUSED,999
Pizzaria do João  Unipessoal Lda,massafina@sapo.pt,http://pizzaria-massa-fina.negocio.site,261317065,False,404,0.22
Restaurante O Barracão Lda,obarracao@guiadosrestaurantes.net,http://www.members.tripod.com/~barracao_p/index.htm/,Not Listed,False,CONNECTION_REFUSED,999
Restaurante Esquina,info@esquina.pt,http://esquinarestaurante.onepage.pt,Not Listed,False,CONNECTION_REFUSED,999
Charme & Gabarito Lda,tawasushi@gmail.com,http://tawasushi.pt,Not Listed,True,200,5.58
Margarida Crespo Unipessoal Lda,geral@mestrexico.pt,http://www.mestrexico.pt,Not Listed,False,CONNECTION_REFUSED,999
Casa da Sandes do Cozido,geral@casadasandesdocozido.pt,http://casadasandesdocozido.pt,261141085,False,CONNECTION_REFUSED,999
Pizzaria Restaurante Delfino Lda,Not Listed,http://www.delfino.pt,Not Listed,False,CONNECTION_REFUSED,999
Colher de Sal,geral@colherdesal.pt,http://www.colherdesal.pt,261145442,False,CONNECTION_REFUSED,999
Praia Grill,praiagrillportugal@gmail.com,http://www.praiagrill.pt/,916749610,False,CONNECTION_REFUSED,999
Restaurante Os Magníficos Lda,maosmagnificos@gmail.com,http://www.restauranteosmagnificos.pt,Not Listed,False,CONNECTION_REFUSED,999
Restaurante A Marisqueira,e.b.jardins@sapo.pt,http://www.restauranteamarisqueira.pt,263283266,False,CONNECTION_REFUSED,999
Restaurante Cabeça de Toiro,restaurante@cabecatoiro.com,http://www.cabecatoiro.com,263108067,False,CONNECTION_REFUSED,999
Club Restaurante,geral@club-restaurante.com,http://www.club-restaurante.com,309897326,False,CONNECTION_REFUSED,999
Julião & Constante Lda,elio_constante@sapo.pt,http://www.restauranteacanoa.pt,Not Listed,False,CONNECTION_REFUSED,999
